base	number	argnum	definition	note	definition_fin	note_fin
kuokkia	1	1	Seremony	NULL	Tapahtuma	NULL
kuolata	1	0	Entity who drools	NULL	Taho, joka kuolaa	NULL
kuolata	2	0	Entity drooling over something	NULL	Taho, joka haluaa jotain	NULL
kuolata	2	1	That something	NULL	Se joku tai jokin	NULL
kuolettaa	1	0	Entity cancelling something	NULL	Taho, joka kuolettaa jotain	NULL
kuolettaa	1	1	Thing cancelled	NULL	Kuoletettu asia	NULL
kuolla	1	1	The deceased	NULL	Kuollut	NULL
kuolla	1	2	Reason of death	NULL	Kuolinsyy	NULL
kuoria	1	0	Remover	NULL	Kuorija	NULL
kuoria	1	1	Target	NULL	Kuorittu esine	NULL
kuormata	1	0	Entity who loads up	NULL	Taho, joka lastaa	NULL
kuormata	1	1	Thing loaded up	NULL	Asia, joka lastataan	NULL
kuormata	1	2	Cargo	NULL	Lasti	NULL
kuorsata	1	0	Snorer	NULL	Kuorsaaja	NULL
kuplia	1	0	Thing emitting something	Causer	Asia, joka tuottaa jotain	Aiheuttaja
kuplia	1	1	Thing emitted	Bubbles by default	Asia, jota tuotetaan	Oletusarvoisesti kuplia
kurkata	1	0	Entity who peeks	NULL	Taho, joka kurkistaa	NULL
kurkata	1	1	Entity or thing looked at	NULL	Taho tai asia, jota katsotaan	NULL
kurkistaa	1	0	Entity who peeks	NULL	Taho, joka kurkistaa	NULL
kurkistaa	1	1	Entity or thing looked at	NULL	Taho tai asia, jota katsotaan	NULL
kurkistella	1	0	Entity peeking	NULL	Taho, joka kurkistaa	NULL
kurkistella	1	1	Entity or thing looked at	NULL	Taho tai asia, jota katsotaan	NULL
kurkkia	1	0	Entity peeking	NULL	Taho, joka kurkistaa	NULL
kurkkia	1	1	Entity or thing looked at	NULL	Taho tai asia, jota katsotaan	NULL
kurkottaa	1	0	Entity or thing reaching	NULL	Taho tai asia, joka kurottaa	NULL
kurkottaa	1	1	DIR	NULL	DIR	NULL
kuroa	1	0	Entity catching up	NULL	Taho, joka kuroo	NULL
kuroa	1	1	Lead, advantage	NULL	Johto, etu	NULL
kuroa	2	0	Entity cathing up	Causer	Taho, joka kuroo	Aiheuttaja
kuroa	2	1	Thing approaching a goal	NULL	Asia, joka lähestyy päämäärää	NULL
kurotella	1	0	Entity or thing reaching	NULL	Taho tai asia, joka kurottaa	NULL
kurotella	1	1	DIR	NULL	DIR	NULL
kurottaa	1	0	Entity or thing reaching	NULL	Taho tai asia, joka kurottaa	NULL
kurottaa	1	1	DIR	NULL	DIR	NULL
kurottautua	1	0	Entity or thing reaching	NULL	Taho tai asia, joka kurottaa	NULL
kurottautua	1	1	DIR	NULL	DIR	NULL
kuroutua	1	1	Entity or thing that shrinks	NULL	Taho tai asia, joka kutistuu	NULL
kuseskella	1	0	Person urinating	NULL	Virtsaava henkilö	NULL
kusta	1	0	Person urinating	NULL	Virtsaava henkilö	NULL
kustantaa	1	1	Commodity	NULL	Tuote, jolla on hinta	NULL
kustantaa	1	2	Price	NULL	Hinta	NULL
kustantaa	1	3	Buyer	(tags: rare)	Ostaja	
kustantaa	2	0	Publisher	NULL	Kustantaja	NULL
kustantaa	2	1	Book	NULL	Teos	NULL
kutistua	1	1	Entity or thing that shrinks	NULL	Taho tai asia, joka kutistuu	NULL
kutitella	1	0	Entity who wants	NULL	Taho, joka haluaa	NULL
kutitella	1	1	Thing wanted	NULL	Asia, jota halutaan	NULL
kutitella	1	2	Beneficiary	NULL	Hyötyjä, kenelle halutaan	NULL
kutitella	1	3	In-exchange-for	NULL	Jonkin sijaan	NULL
kutitella	1	4	Wanted from	NULL	Mistä halutaan	NULL
kutittaa	1	0	Entity or thing that tickles	NULL	Taho tai asia, joka kutittaa	NULL
kutittaa	1	1	Entity feeling ticklish	NULL	Taho, jota kutittaa	NULL
kutsua	1	0	Entity naming someone	NULL	Taho, joka kutsuu jotakuta nimellä	NULL
kutsua	1	1	Entity named	NULL	Nimetty taho	NULL
kutsua	1	2	Name of arg1	NULL	Arg1:n nimi	NULL
kutsua	1	3	Entity arg1 is named after	NULL	Taho, jonka mukaan arg1 on nimetty	NULL
kutsua	2	0	Entity inviting	NULL	Taho, joka kutsuu	NULL
kutsua	2	1	Entity invited	NULL	Taho, joka on kutsuttu	NULL
kutsua	2	2	Thing or place arg1 is invited to	NULL	Asia tai paikka, johon/jonne arg1 on kutsuttu	NULL
kuulla	1	0	Entity hearing	NULL	Taho, joka kuulee	NULL
kuulla	1	1	Sound	NULL	Ääni	NULL
kuulla	1	2	Source of sound		Äänen lähde	
kuulla	1	3	Topic	NULL	Aihe	NULL
kuullottaa	1	0	Entity cooking	NULL	Taho, joka kokkaa	NULL
kuullottaa	1	1	Food	NULL	Ruoka-aine	NULL
kuulostaa	1	0	Entity experiencing sounding	Experiencer	Taho, josta (jonka mielestä) kuulostaa	Kokija
kuulostaa	1	1	Thing or entity seeming	NULL	Asia tai taho, joka kuulostaa joltakin	NULL
kuulostaa	1	2	Attribute of arg1	NULL	Miltä asia kuulostaa	NULL
kuultaa	1	0	Entity that shines	NULL	Asia tai taho joka loistaa	NULL
kuultaa	1	1	Light or other substance shined	Can be metaphorical	Valo tai muu asia, jota loistetaan	Voi olla kuvainnollinen
kuultaa	1	2	Entity illuminated	NULL	Asia tai taho, joka valaistaan	NULL
kuulua	1	1	Entity or thing belonging to something or someone	NULL	Taho tai asia joka kuuluu johonkin tai jollekin	NULL
kuulua	1	2	Entity or thing which arg1 belongs to	Owner or group	Taho tai asia, johon tai jolle arg1 kuuluu	Omistaja tai ryhmä
kuulua	2	1	Sound being audible	NULL	Ääni, joka kuuluu	NULL
kuulua	3	1	Thing someone has to do	NULL	Asia, joka täytyy tehdä	NULL
kuulustella	1	0	Entity interrogating	NULL	Taho, joka kuulustelee	NULL
kuulustella	1	1	Entity interrogated	NULL	Taho, jota kuulustellaan	NULL
kuulustella	1	2	Topic of interrogation	NULL	Kuulustelun aihe	NULL
kuumentaa	1	0	Entity heating	NULL	Taho, joka kuumentaa	NULL
kuumentaa	1	1	Thing heated	NULL	Asia, joka kuumennetaan	NULL
kuumeta	1	1	Entity or thing becoming warmer	NULL	Taho tai asia, josta tulee lämpimämpi	NULL
kuunnella	1	0	Entity hearing	NULL	Taho, joka kuulee	NULL
kuunnella	1	1	Sound	NULL	Ääni	NULL
kuunnella	1	2	Source of sound	Arg2 only if it's really obvious that the source is separate from the sound.	Äänen lähde	Arg2 vain, jos on selvää, että lähde on eri kuin ääni.
kuutioida	1	0	Entity who is making cubes	NULL	Taho, joka kuutioi	NULL
kuutioida	1	1	Thing cubed	NULL	Asia, joka kuutioidaan	NULL
kuvailla	1	0	Entity describing	NULL	Taho, joka kuvailee	NULL
kuvailla	1	1	Entity or thing described	NULL	Taho tai asia, joka kuvaillaan	NULL
kuvailla	1	2	Secondary attribute	Described as what?	Toissijainen attribuutti	Miksi tai minkälaiseksi kuvataan?
kuvailla	2	0	Entity taking photographs	NULL	Taho, joka kuvaa	NULL
kuvailla	2	1	Entity or thing photographed	NULL	Kuvattu taho tai asia	NULL
kuvantaa	1	0	Entity making image	NULL	Kuvantaja	NULL
kuvantaa	1	1	Target	NULL	Kohde	NULL
kuvastaa	1	1	Thing reflected by arg2	Original thing, e.g. image or thought, normally object	Asia, jota arg2 kuvastaa	Alkuperäinen asia, esim. kuva tai ajatus, yleensä objekti
kuvastaa	1	2	Surface or thing reflecting arg1		Pinta tai asia, joka kuvastaa arg1:tä	
kuvastua	1	1	Original image, thing reflected	Unlike in English, usually the subject	Alkuperäinen kuva, asia joka heijastuu	Toisin kuin englannissa, yleensä subjekti
kuvastua	1	2	Surface reflecting arg1	Unlike in English, usually a nominal modifier	Pinta, josta arg1 heijastuu	Toisin kuin englannissa, yleensä nominaalimääre
kuvata	1	0	Entity taking photographs	NULL	Taho, joka kuvaa	NULL
kuvata	1	1	Entity or thing photographed	NULL	Kuvattu taho tai asia	NULL
kuvata	2	0	Entity describing	NULL	Taho, joka kuvailee	NULL
kuvata	2	1	Entity or thing described	NULL	Taho tai asia, joka kuvaillaan	NULL
kuvata	2	2	Secondary attribute	Described as what?	Toissijainen attribuutti	Miksi tai minkälaiseksi kuvataan?
kuvitella	1	0	Entity who imagines	NULL	Taho, joka kuvittelee	NULL
kuvitella	1	1	Object, thing being imagined	NULL	Kohde, asia, jota kuvitellaan	NULL
kuvitella	1	2	Attribute	E.g. "government imagines safety requirements for automobiles" (tags: rare)	Attribuutti	Esim. "hallitus visioi turvavaatimuksia autoille"
kuvittaa	1	0	Entity describing	NULL	Taho, joka kuvailee	NULL
kuvittaa	1	1	Entity or thing described	NULL	Taho tai asia, joka kuvaillaan	NULL
kuvittaa	1	2	Secondary attribute	Described as what?	Toissijainen attribuutti	Miksi tai minkälaiseksi kuvataan?
kyetä	1	0	Entity capable of doing something	NULL	Taho, joka kykenee johonkin	NULL
kyetä	1	1	Thing arg0 is able to do	NULL	Asia, jonka arg0 pystyy tekemään	NULL
kyhjöttää	1	1	Entity or thing squatting	Unlike in regular sitting in Finnish, this feels unagentive. Can be animate, though!	Taho tai asia, joka kyhjöttää	Toisin kuin tavallisessa istumisessa suomessa, tämä tuntuu olevan ei-agentiivinen. Voi kuitenkin olla elollinen!
kyhjöttää	1	2	LOC	NULL	LOC	NULL
kyllästyä	1	1	Entity getting bored	NULL	Taho, joka kyllästyy	NULL
kyllästyä	1	2	CAU	NULL	CAU	NULL
kyllästää	1	0	Entity filling something	NULL	Taho, joka täyttää jotain	NULL
kyllästää	1	1	Thing filled, container	NULL	Asia, joka täytetään, säiliö	NULL
kyllästää	1	2	Thing arg1 is filled with, substance	NULL	Asia, jolla arg1 täytetään, aine	NULL
kypsentää	1	0	Cook, entity cooking	NULL	Taho, joka kypsentää arg1:n	NULL
kypsentää	1	1	Food	NULL	Ruoka	NULL
kypsyä	1	1	Entity or thing maturing	literally or figuratively	Taho tai asia, joka tulee kypsäksi	kirjaimellisesti tai kuvainnollisesti
kyräillä	1	0	Person moping	NULL	Henkilö, joka kyräilee	NULL
kyräillä	1	1	Entity or thing moped about	NULL	Taho tai asia, jota kyräillään	NULL
kyseenalaistaa	1	0	Entity who questions or challenges something	NULL	Taho, joka kyseenalaistaa jotain	NULL
kyseenalaistaa	1	1	Thing being questioned or challenged	NULL	Asia, joka on kyseenalaistettu	NULL
kyseenalaistua	1	1	Thing put into question	NULL	Asia, joka kyseenalaistuu	NULL
kysellä	1	0	Entity asking	NULL	Kysyvä taho	NULL
kysellä	1	1	Question	NULL	Kysymys	NULL
kysellä	1	2	Entity who hears arg1	NULL	Taho, joka kuulee arg1:n	NULL
kysellä	1	3	Attributive	E.g. the topic of the question (tags: rare)	Attribuutti	Esim. kysymyksen aihe
kysyä	1	0	Entity asking	NULL	Kysyvä taho	NULL
kysyä	1	1	Question	NULL	Kysymys	NULL
kysyä	1	2	Entity who hears arg1	NULL	Taho, joka kuulee arg1:n	NULL
kysyä	1	3	Attributive	E.g. the topic of the question (tags: rare)	Attribuutti	Esim. kysymyksen aihe
kysäistä	1	0	Entity asking	NULL	Kysyvä taho	NULL
kysäistä	1	1	Question	NULL	Kysymys	NULL
kysäistä	1	2	Entity who hears arg1	NULL	Taho, joka kuulee arg1:n	NULL
kysäistä	1	3	Attributive	E.g. the topic of the question (tags: rare)	Attribuutti	Esim. kysymyksen aihe
kyteä	1	1	Thing slowly burning, smouldering	Literal or figurative	Asia, joka palaa hitaasti, kytee	Kirjaimellinen tai kuvainnollinen
kytkeytyä	1	1	Entity or thing being linked to	NULL	Taho tai asia, joka kytkeytyy johonkin	NULL
kytkeytyä	1	2	Entity or thing arg1 is linked to	NULL	Taho tai asia, johon arg1 kytkeytyy	NULL
kytkeä	1	0	Entity attaching	NULL	Taho, joka kiinnittää	NULL
kytkeä	1	1	Thing attached	NULL	Asia, joka kiinnitetään	NULL
kytkeä	1	2	Place or thing where arg1 is attached	NULL	Paikka tai asia, johon arg1 kiinnitetään	NULL
kyyhöttää	1	1	Entity or thing squatting	Unlike in regular sitting in Finnish, this feels unagentive. Can be animate, though!	Taho tai asia, joka kyhjöttää	Toisin kuin tavallisessa istumisessa suomessa, tämä tuntuu olevan ei-agentiivinen. Voi kuitenkin olla elollinen!
kyyhöttää	1	2	LOC	NULL	LOC	NULL
käpertyä	1	1	Entity wrapping oneself	NULL	Taho, joka kääriytyy	NULL
käpertyä	1	2	Into what	NULL	Mihin kääriydytään	NULL
kärjistyä	1	1	Thing culminating	NULL	Asia, joka huipentuu	NULL
kärjistyä	1	2	Culmination point	NULL	Huippukohta	NULL
kärjistää	1	0	Causal agent	NULL	Taho, joka vahvistaa	NULL
kärjistää	1	1	Thing being reinforced	NULL	Vahvistettu asia	NULL
kärjistää	1	2	Instrument	NULL	Väline	NULL
kärsiä	1	0	Entity suffering	Experiencer or entity/thing becoming worse	Taho, joka kärsii	Kokija tai taho/asia, joka muuttuu huonommaksi
kärsiä	1	1	Thing suffered from	NULL	Asia, josta kärsitään	NULL
kärsiä	2	0	Prisoner	NULL	Vanki	NULL
kärsiä	2	1	Sentence	NULL	Rangaistus	NULL
kärsiä	2	2	Cause of sentence	NULL	Rangaistuksen syy	NULL
kärventää	1	0	Entity burning something	NULL	Taho, joka polttaa jotain	NULL
kärventää	1	1	Thing on fire	NULL	Asia, joka on tulessa	NULL
kärytä	1	1	Entity caught	NULL	Taho, joka jää kiinni	NULL
kärähtää	1	1	Entity caught	NULL	Taho, joka jää kiinni	NULL
käsikirjoittaa	1	0	Entity scripting	NULL	Taho, joka laatii käsikirjoituksen	NULL
käsikirjoittaa	1	1	Thing written	NULL	Lopputulos, näytelmä, elokuva, tms.	NULL
käsitellä	1	0	Entity that handles something	NULL	Taho, joka käsittelee jotain	NULL
käsitellä	1	1	Entity or thing handled	NULL	Taho tai asia, jota käsitellään	NULL
käsitellä	1	2	Entity for whom arg1 is handled	(tags: rare)	Taho, jolle/jota varten arg1 käsitellään	NULL
käsitellä	1	3	Thing with which arg1 is handled or processed	E.g. "vihannekset käsiteltiin torjunta-aineilla" ("the vegetables were processed with pesticides")	Asia, jolla arg1 käsitellään	Esim. "vihannekset käsiteltiin torjunta-aineilla"
käsittää	1	1	Entity or thing which includes arg2	NULL	Taho tai asia, joka sisältää arg2:n	NULL
käsittää	1	2	Entity or thing included in something	NULL	Taho tai asia joka sisältyy johonkin	NULL
käsittää	2	0	Entity, who understands something	NULL	Taho, joka ymmärtää jotain	NULL
käsittää	2	1	Thing understood	NULL	Asia, jonka arg0 ymmärtää	NULL
käsittää	2	2	Attribute of arg1	E.g. "ymmärtää identiteetit samanarvoisiksi" ("to understand identities as equal") (tags: rare)	Arg1:n ominaisuus	Esim. "ymmärtää identiteetit samanarvoisiksi"
käskeä	1	0	Entity who orders	NULL	Taho, joka komentaa	NULL
käskeä	1	1	Entity ordered	Metaphorically thing can be ordered as well	Taho, jota komennetaan	Kuvainnollisesti myös asiaa voi komentaa
käskeä	1	2	Ordered action	NULL	Asia tai teko, johon komennetaan	NULL
kätellä	1	0	Entity shaking hands	NULL	Taho, joka kättelee	NULL
kätellä	1	1	Entity shaked hands with	NULL	Taho, jota kätellään	NULL
kätkeytyä	1	0	Entity who hides	NULL	Taho, joka piiloutuu	NULL
kätkeytyä	1	1	Hidden from	NULL	Miltä piiloudutaan	NULL
kätkeä	1	0	Entity concealing arg1	NULL	Taho, joka piilottaa arg1:n	NULL
kätkeä	1	1	Thing concealed	NULL	Piilotettu asia	NULL
kätkeä	1	2	Entity arg1 is hidden from	NULL	Taho, jolta arg1 on piilotettu	NULL
kävellä	1	0	Entity who walks	NULL	Taho, joka kävelee	NULL
kävellä	1	1	Path walked. Not DIR!	NULL	Kävelty polku, reitti. Ei DIR!	NULL
käväistä	1	0	Entity who visits	NULL	Taho, joka vierailee	NULL
käväistä	1	1	Place visited	also abstract	Paikka, jossa vieraillaan	myös abstrakti
käydä	1	0	Entity who goes	NULL	Taho, joka käy	NULL
käydä	1	1	Place or journey	E.g. "kävin etelänmatkalla" ("I went to Lanzarote"),also "käydä teatterissa" ("go to a theater") etc.	Paikka tai matka	Esim. "kävin etelänmatkalla", myös "käydä teatterissa" jne.
käydä	2	1	Event or thing happening	NULL	Tapahtuma, asia joka tapahtuu	NULL
käydä	2	2	Thing or entity arg1 happens to	E.g. "*tälle* kävi nyt näin" ("this just turned out this way")	Asia tai taho, jolle arg1 tapahtuu	Esim. "*tälle* kävi nyt näin"
käydä	3	1	Thing appearing	NULL	Asia, joka tapahtuu	NULL
käydä	3	2	Thing where it come out	NULL	Mistä käy ilmi	NULL
käydä	4	0	Participant	None	Osallistuja	None
käydä	4	1	Thing participated in	None	Asia, johon osallistutaan	None
käydä	5	1	Entity to be envious of	NULL	Taho, jolle ollaan kateellisia	NULL
käydä	6	0	Entity trading	NULL	Taho, joka käy kauppaa	NULL
käydä	6	1	Thing being traded	NULL	Myytävä tuote tai palvelu	NULL
käydä	6	2	Other exchanger	NULL	Toinen kauppaa käyvä taho	NULL
käydä	6	3	Other item in exchange, price	NULL	Toinen vaihdon väline, hinta tai maksu	NULL
käydä	7	0	Thug	NULL	Roisto	NULL
käydä	7	1	Victim	NULL	Uhri	NULL
käydä	8	1	Suitable thing	None	Sopiva asia	None
käydä	8	2	Entity or thing for which arg1 is suitable	None	Asia tai taho, johon/jolle arg1 sopii	None
käydä	9	0	Entity doing something	NULL	Taho, joka tekee jotakin	NULL
käydä	9	1	Thing doing	NULL	Asia, jota tehdään	NULL
käydä	9	2	Entity with something is done	NULL	Taho, jonka kanssa tai jolle tehdään jotakin	NULL
käydä	10	0	Entity beginning something	NULL	Taho, joka aloittaa jotakin	NULL
käydä	10	1	Thing begun	NULL	Asia, joka aloitetaan	NULL
käydä	11	0	Creature taking posture	NULL	Olento, joka ottaa asennon	NULL
käydä	11	1	Posture	NULL	Asento	NULL
käydä	12	1	Thing (or entity) functioning	NULL	Asia (tai taho), joka toimii	NULL
käydä	12	2	Substance that arg1 is functioning on	NULL	Aine, jolla arg1 toimii	NULL
käydä	13	1	Thing (or entity) turning into something	NULL	Asia (tai taho), joka joka käy joksikin	NULL
käydä	13	2	Thing arg1 becomes	NULL	Asia, joksi arg1 käy	NULL
käydä	14	0	Entity competing	NULL	Taho, joka kilpailee	NULL
käydä	14	1	Competition	NULL	Kilpailu	NULL
käydä	15	1	Thing leading	NULL	Asia, joka johtaa	NULL
käydä	15	2	LOC	NULL	LOC	NULL
käydä	16	0	Entity going through something	NULL	Taho, joka käy läpi jotain	NULL
käydä	16	1	Thing gone through	NULL	Asia, joka käydään läpi	NULL
käydä	17	0	Entity who feels pity	Experiencer	Taho, joka tuntee sääliä	Kokija
käydä	17	1	Entity pitied	NULL	Taho, jota säälitään	NULL
käydä	18	1	Thing (or entity) feeling like something	NULL	Asia (tai taho), joka käy jostain	NULL
käydä	18	2	What arg1 feels like	NULL	Miltä arg1 tuntuu	NULL
käynnistyä	1	1	Thing starting up	NULL	Asia, joka käynnistyy	NULL
käynnistää	1	0	Agent, entity starting	NULL	Taho, joka käynnistää, agentti	NULL
käynnistää	1	1	Theme, thing started	NULL	Käynnistettävä asia, teema	NULL
käynnistää	1	2	Instrument	(tags: rare)	Väline	NULL
käyttäytyä	1	0	Entity behaving	NULL	Taho, joka käyttäytyy	NULL
käyttäytyä	1	1	Manner	NULL	Tapa	NULL
käyttää	1	0	Entity utilizing something, agent	NULL	Taho, joka hyödyntää jotain	NULL
käyttää	1	1	Thing utilized	NULL	Asia, jota hyödynnetään	NULL
käyttää	1	2	Purpose	NULL	Tarkoitus	NULL
käännyttää	1	0	Entity who converts	NULL	Taho, joka käännyttää	NULL
käännyttää	1	1	Entity converted	NULL	Käännytettävä taho	NULL
käännyttää	1	2	Religion	NULL	Uskonto	NULL
kääntyä	1	0	Entity turning agentively	NULL	Agenttina kääntyvä taho	NULL
kääntyä	1	1	Thing turning	if not arg0	Kääntyvä asia	jos ei arg0
kääntää	1	0	Entity or thing turning something	Agent or causer	Taho tai asia, joka kääntää jotain	Agentti tai aiheuttaja
kääntää	1	1	Thing turning	NULL	Asia, joka kääntyy	NULL
kääntää	1	2	Direction, location, destination	NULL	Suunta, paikka, määränpää	NULL
kääntää	2	0	Entity making translation	NULL	Taho, joka tekee käännöksen	NULL
kääntää	2	1	Thing translated	NULL	Asia, joka käännetään	NULL
kääntää	2	2	End state	NULL	Lopputila	NULL
kääntää	2	3	Start state	NULL	Alkutila	NULL
kääntää	3	0	Entity changing something	NULL	Taho, joka muuttaa jotain	NULL
kääntää	3	1	Thing changing	NULL	Asia, joka muuttuu	NULL
kääntää	3	2	End state	NULL	Lopputila	NULL
kääntää	3	3	Start state	NULL	Alkutila	NULL
kääriytyä	1	1	Entity wrapping oneself	NULL	Taho, joka kääriytyy	NULL
kääriytyä	1	2	Into what	NULL	Mihin kääriydytään	NULL
kääriä	1	0	Entity who wraps	NULL	Taho, joka kietoo	NULL
kääriä	1	1	Thing wrapped with	NULL	Asia, joka kiedotaan	NULL
kääriä	1	2	LOC	NULL	LOC	NULL
kääräistä	1	0	Entity who wraps	NULL	Taho, joka kietoo	NULL
kääräistä	1	1	Thing wrapped with	NULL	Asia, joka kiedotaan	NULL
kääräistä	1	2	LOC	NULL	LOC	NULL
kömpiä	1	0	Entity getting on/off board	NULL	Taho, joka nousee kyytiin tai kyydistä	NULL
kömpiä	1	1	Entity mounted or dismounted	NULL	Taho, jonka kyytiin tai kyydistä noustaan	NULL
laahata	1	0	Entity dragging something	NULL	Taho, joka laahaa jotain	NULL
laahata	1	1	Thing dragged or thing trailing	If not arg0 (itself)	Asia, jota laahataan tai joka laahaa	Jos ei arg0 (itse)
laahata	1	2	Direction, destination	NULL	Suunta, määränpää	NULL
laahustaa	1	0	Entity who slouches	NULL	Taho, joka laahustaa	NULL
laahustaa	1	1	Destination	NULL	Paikka, johon laahustetaan	NULL
laajentaa	1	0	Entity increasing	NULL	Taho, joka kasvattaa	NULL
laajentaa	1	1	Thing increased	NULL	Asia, jota kasvatetaan	NULL
laajentaa	1	2	EXT	NULL	EXT	NULL
laajentaa	1	3	Start point	NULL	Lähtötila	NULL
laajentaa	1	4	End point	NULL	Lopputila	NULL
laajentua	1	1	Entity grown	NULL	Kasvava taho tai asia	NULL
laajentua	1	2	Amount increased by, EXT	NULL	Kasvun mitta, kuinka paljon kasvoi	NULL
laajentua	1	3	Start point	NULL	Lähtötila	NULL
laajentua	1	4	End point	NULL	Lopputila	NULL
laajeta	1	1	Entity grown	NULL	Kasvava taho tai asia	NULL
laajeta	1	2	Amount increased by, EXT	NULL	Kasvun mitta, kuinka paljon kasvoi	NULL
laajeta	1	3	Start point	NULL	Lähtötila	NULL
laajeta	1	4	End point	NULL	Lopputila	NULL
laantua	1	1	Entity falling	NULL	Taho tai asia, joka putoaa	NULL
laantua	1	2	EXT	NULL	EXT	NULL
laantua	1	3	Start point	NULL	Alkupiste	NULL
laantua	1	4	End point	NULL	Loppupiste	NULL
laatia	1	0	Creator	NULL	Laativa taho	NULL
laatia	1	1	Creation	NULL	Laadittu asia	NULL
laatia	1	2	Source	NULL	Lähde	NULL
laatia	1	3	Benefactor	NULL	Hyötyjä	NULL
laatia	1	4	Attribute of arg1	E.g. "päätöksenteon avuksi" ("to help decision making")	Arg1:n attribuutti	Esim. "päätöksenteon avuksi"
ladata	1	0	Downloader	NULL	Lataaja	NULL
ladata	1	1	File or program	NULL	Tiedosto tai ohjelma	NULL
ladata	1	2	Storage device	NULL	Muisti, kohde	NULL
lahjoa	1	0	Entity who bribes	NULL	Taho, joka lahjoo	NULL
lahjoa	1	1	Entity being bribed	NULL	Taho, jota lahjotaan	NULL
lahjoa	1	2	Favour wanted	NULL	Haluttu tulos	NULL
lahjoa	1	3	Sum, amount	NULL	Lahjus	NULL
lahjoittaa	1	0	Entity giving a gift	NULL	Taho, joka antaa lahjan	NULL
